ID Mascarado;Cargo;Idade;Tempo de Empresa;Gênero;Planta Base Origem;Salário Mensal
377;Montador de Carros I;41;19;Feminino;Planta E - São Paulo;2226
378;Montador de Carros II;39;7;Feminino;Planta C - São Paulo;3015
379;Operador de Máquinas II;47;18;Feminino;Planta D - Rio Grande do Sul;3326
380;Montador de Carros II;53;29;Feminino;Planta C - São Paulo;3353
381;Montador de Carros II;63;35;Feminino;Planta C - São Paulo;3604
382;Montador de Carros I;49;24;Feminino;Planta E - São Paulo;2818
383;Operador de Máquinas II;52;21;Masculino;Planta B - Rio de Janeiro;3919
384;Operador de Máquinas I;33;1;Feminino;Planta A - Bahia;3025
385;Operador de Máquinas II;46;21;Feminino;Planta E - São Paulo;3517
386;Montador de Carros I;19;1;Feminino;Planta A - Bahia;2942
387;Montador de Carros I;61;43;Masculino;Planta A - Bahia;3383
388;Montador de Carros I;59;28;Masculino;Planta C - São Paulo;2376
389;Engenheiro de Produção Sênior;55;25;Feminino;Planta C - São Paulo;11836
390;Operador de Máquinas II;34;10;Masculino;Planta B - Rio de Janeiro;4182
391;Montador de Carros I;47;13;Masculino;Planta B - Rio de Janeiro;3449
392;Operador de Máquinas I;51;24;Feminino;Planta A - Bahia;2756
393;Montador de Carros II;27;8;Masculino;Planta C - São Paulo;3121
394;Operador de Máquinas I;48;12;Masculino;Planta B - Rio de Janeiro;3156
395;Técnico de Robótica Especialista;45;23;Masculino;Planta B - Rio de Janeiro;2475
396;Técnico de Qualidade I;27;4;Masculino;Planta E - São Paulo;2853
397;Operador de Máquinas I;36;14;Masculino;Planta A - Bahia;2034
398;Operador de Máquinas I;47;16;Feminino;Planta B - Rio de Janeiro;1966
399;Montador de Carros I;38;12;Feminino;Planta C - São Paulo;2725
400;Montador de Carros II;39;9;Masculino;Planta B - Rio de Janeiro;4615
401;Montador de Carros II;19;1;Masculino;Planta B - Rio de Janeiro;4858
402;Montador de Carros II;34;11;Feminino;Planta E - São Paulo;3728
403;Engenheiro de Produção Jr;25;4;Masculino;Planta B - Rio de Janeiro;4831
404;Técnico de Robótica I;24;6;Feminino;Planta A - Bahia;2287
405;Montador de Carros II;46;20;Feminino;Planta B - Rio de Janeiro;4674
406;Técnico de Robótica Especialista;29;3;Masculino;Planta D - Rio Grande do Sul;1926
407;Montador de Carros I;45;27;Feminino;Planta C - São Paulo;3048
408;Operador de Máquinas II;41;16;Feminino;Planta C - São Paulo;3869
409;Operador de Máquinas II;20;1;Feminino;Planta C - São Paulo;3528
410;Montador de Carros I;25;3;Masculino;Planta D - Rio Grande do Sul;2252
411;Montador de Carros I;29;10;Masculino;Planta C - São Paulo;2719
412;Montador de Carros II;64;46;Feminino;Planta B - Rio de Janeiro;3817
413;Montador de Carros II;59;31;Feminino;Planta D - Rio Grande do Sul;3034
414;Montador de Carros II;43;13;Masculino;Planta C - São Paulo;4656
415;Operador de Máquinas I;52;33;Feminino;Planta C - São Paulo;3190
416;Montador de Carros II;31;1;Masculino;Planta E - São Paulo;3984
417;Montador de Carros II;28;6;Masculino;Planta B - Rio de Janeiro;4511
418;Montador de Carros I;45;16;Masculino;Planta C - São Paulo;2734
419;Montador de Carros I;41;8;Feminino;Planta E - São Paulo;2922
420;Operador de Máquinas II;45;21;Feminino;Planta B - Rio de Janeiro;3974
421;Montador de Carros I;32;10;Masculino;Planta C - São Paulo;3462
422;Montador de Carros II;57;24;Masculino;Planta C - São Paulo;4979
423;Montador de Carros I;38;3;Masculino;Planta E - São Paulo;2689
424;Montador de Carros I;47;13;Masculino;Planta E - São Paulo;2460
425;Operador de Máquinas I;47;16;Masculino;Planta B - Rio de Janeiro;2844
426;Operador de Máquinas I;48;17;Masculino;Planta D - Rio Grande do Sul;3242
427;Montador de Carros II;26;4;Masculino;Planta A - Bahia;4000
428;Engenheiro de Produção Jr;25;0;Masculino;Planta C - São Paulo;4729
429;Montador de Carros I;32;2;Masculino;Planta B - Rio de Janeiro;3344
430;Operador de Máquinas I;62;31;Masculino;Planta C - São Paulo;2208
431;Montador de Carros I;32;7;Masculino;Planta B - Rio de Janeiro;3319
432;Montador de Carros II;34;6;Feminino;Planta C - São Paulo;3107
433;Operador de Máquinas I;37;13;Masculino;Planta A - Bahia;2009
434;Operador de Máquinas II;56;25;Feminino;Planta E - São Paulo;4914
435;Montador de Carros I;48;14;Feminino;Planta A - Bahia;2848
436;Montador de Carros II;19;0;Masculino;Planta E - São Paulo;3453
437;Operador de Máquinas I;54;23;Masculino;Planta A - Bahia;2358
438;Técnico de Qualidade II;20;1;Masculino;Planta A - Bahia;3485
439;Técnico de Robótica Especialista;24;3;Masculino;Planta B - Rio de Janeiro;3228
440;Montador de Carros II;21;2;Masculino;Planta B - Rio de Janeiro;4075
441;Montador de Carros I;30;3;Feminino;Planta C - São Paulo;2371
442;Montador de Carros II;45;16;Feminino;Planta E - São Paulo;3596
443;Montador de Carros II;38;10;Feminino;Planta D - Rio Grande do Sul;3442
444;Técnico de Robótica Especialista;22;3;Feminino;Planta D - Rio Grande do Sul;2596
445;Montador de Carros II;40;17;Masculino;Planta D - Rio Grande do Sul;3304
446;Montador de Carros I;46;21;Feminino;Planta B - Rio de Janeiro;2688
447;Montador de Carros I;25;3;Masculino;Planta A - Bahia;2369
448;Técnico de Robótica Especialista;34;22;Masculino;Planta B - Rio de Janeiro;2931
449;Montador de Carros II;43;12;Masculino;Planta C - São Paulo;3145
450;Engenheiro de Produção Sênior;35;6;Masculino;Planta E - São Paulo;13114
451;Operador de Máquinas I;44;15;Feminino;Planta B - Rio de Janeiro;2299
452;Montador de Carros II;45;25;20;Planta E - São Paulo;3625
453;Técnico de Qualidade I;22;0;Masculino;Planta A - Bahia;2682
454;Montador de Carros I;48;17;Masculino;Planta C - São Paulo;2411
455;Montador de Carros II;20;1;Masculino;Planta B - Rio de Janeiro;4853
456;Operador de Máquinas II;52;29;Feminino;Planta A - Bahia;3090
457;Montador de Carros II;61;39;Feminino;Planta C - São Paulo;3894
458;Montador de Carros I;37;6;Feminino;Planta B - Rio de Janeiro;2615
459;Montador de Carros II;32;2;Feminino;Planta E - São Paulo;4635
460;Montador de Carros II;31;0;Masculino;Planta E - São Paulo;3576
461;Montador de Carros II;55;22;Masculino;Planta C - São Paulo;3029
462;Montador de Carros II;61;36;Feminino;Planta D - Rio Grande do Sul;4882
463;Montador de Carros II;20;2;Feminino;Planta D - Rio Grande do Sul;4143
464;Montador de Carros I;28;0;Feminino;Planta B - Rio de Janeiro;2670
465;Operador de Máquinas II;44;10;Masculino;Planta C - São Paulo;4701
466;Operador de Máquinas II;55;24;Masculino;Planta E - São Paulo;4366
467;Montador de Carros II;28;10;Feminino;Planta C - São Paulo;3928
468;Montador de Carros I;51;32;Masculino;Planta A - Bahia;3157
469;Montador de Carros II;44;11;Feminino;Planta E - São Paulo;3790
470;Operador de Máquinas I;50;19;Feminino;Planta D - Rio Grande do Sul;2503
471;Operador de Máquinas II;22;2;Masculino;Planta E - São Paulo;3722
472;Operador de Máquinas II;32;3;Feminino;Planta A - Bahia;4752
473;Técnico de Robótica Especialista;38;7;Masculino;Planta A - Bahia;1815
474;Operador de Máquinas II;40;10;Feminino;Planta A - Bahia;4759
475;Montador de Carros II;18;0;Masculino;Planta D - Rio Grande do Sul;4628
476;Técnico de Robótica I;24;6;Feminino;Planta C - São Paulo;2866
477;Montador de Carros I;20;0;Feminino;Planta E - São Paulo;2040
478;Operador de Máquinas I;55;32;Feminino;Planta B - Rio de Janeiro;2713
479;Montador de Carros I;28;3;Masculino;Planta C - São Paulo;2550
480;Operador de Máquinas II;25;1;Feminino;Planta D - Rio Grande do Sul;3363
481;Operador de Máquinas II;60;26;Feminino;Planta E - São Paulo;3881
482;Montador de Carros I;37;2;Masculino;Planta B - Rio de Janeiro;2837
483;Montador de Carros I;25;2;Feminino;Planta C - São Paulo;2062
484;Montador de Carros I;37;4;Masculino;Planta E - São Paulo;2448
485;Engenheiro de Produção Jr;25;1;Feminino;Planta B - Rio de Janeiro;4269
486;Operador de Máquinas I;56;27;Feminino;Planta C - São Paulo;2506
487;Montador de Carros I;35;7;Feminino;Planta C - São Paulo;2785
488;Operador de Máquinas II;59;30;Feminino;Planta A - Bahia;4335
489;Montador de Carros I;59;40;Masculino;Planta E - São Paulo;3113
490;Montador de Carros II;58;25;Feminino;Planta E - São Paulo;3889
491;Montador de Carros II;60;27;Masculino;Planta C - São Paulo;3390
492;Montador de Carros I;30;1;Feminino;Planta B - Rio de Janeiro;2873
493;Engenheiro de Produção Sênior;35;10;Masculino;Planta A - Bahia;12564
494;Operador de Máquinas II;58;31;Masculino;Planta E - São Paulo;3230
495;Operador de Máquinas I;55;26;Feminino;Planta B - Rio de Janeiro;2722
496;Montador de Carros II;54;22;Feminino;Planta B - Rio de Janeiro;4558
497;Operador de Máquinas I;48;28;Feminino;Planta B - Rio de Janeiro;2747
498;Operador de Máquinas I;49;28;Feminino;Planta C - São Paulo;2969
499;Técnico de Qualidade II;33;6;Feminino;Planta E - São Paulo;3826
500;Montador de Carros I;50;23;Masculino;Planta E - São Paulo;2642
501;Montador de Carros I;29;4;Masculino;Planta A - Bahia;3421
502;Montador de Carros I;35;13;Masculino;Planta D - Rio Grande do Sul;3169
503;Montador de Carros I;22;1;Masculino;Planta A - Bahia;3293
504;Montador de Carros II;33;0;Masculino;Planta E - São Paulo;4727
505;Operador de Máquinas I;51;20;Masculino;Planta D - Rio Grande do Sul;2646
506;Montador de Carros I;53;24;Masculino;Planta C - São Paulo;2353
507;Montador de Carros II;38;10;Masculino;Planta B - Rio de Janeiro;4427
508;Montador de Carros II;36;1;Feminino;Planta B - Rio de Janeiro;3424
509;Montador de Carros II;35;12;Feminino;Planta B - Rio de Janeiro;4938
510;Montador de Carros II;24;3;Feminino;Planta D - Rio Grande do Sul;3686
511;Montador de Carros II;52;19;Masculino;Planta C - São Paulo;3610
512;Técnico de Qualidade II;21;2;Masculino;Planta B - Rio de Janeiro;4565
513;Engenheiro de Produção Sênior;31;10;Feminino;Planta A - Bahia;13416
514;Montador de Carros I;37;10;Feminino;Planta E - São Paulo;3049
515;Montador de Carros II;60;34;Feminino;Planta B - Rio de Janeiro;3972
516;Engenheiro de Produção Sênior;45;1;Feminino;Planta D - Rio Grande do Sul;12798
517;Montador de Carros I;63;43;Feminino;Planta E - São Paulo;2785
518;Montador de Carros II;29;3;Masculino;Planta E - São Paulo;4213
519;Montador de Carros I;42;16;Feminino;Planta E - São Paulo;2648
520;Operador de Máquinas I;32;3;Masculino;Planta D - Rio Grande do Sul;2897
521;Montador de Carros I;41;23;Masculino;Planta B - Rio de Janeiro;2009
522;Montador de Carros I;48;25;Masculino;Planta D - Rio Grande do Sul;2664
523;Montador de Carros II;62;27;Feminino;Planta C - São Paulo;4926
524;Operador de Máquinas II;34;9;Feminino;Planta A - Bahia;3839
525;Operador de Máquinas I;45;18;Masculino;Planta E - São Paulo;2224
526;Técnico de Robótica I;24;6;Feminino;Planta B - Rio de Janeiro;2142
527;Montador de Carros II;26;3;Masculino;Planta B - Rio de Janeiro;3748
528;Montador de Carros I;26;6;Masculino;Planta C - São Paulo;2412
529;Montador de Carros I;54;21;Feminino;Planta C - São Paulo;3416
530;Operador de Máquinas I;26;1;Masculino;Planta E - São Paulo;2610
531;Montador de Carros II;21;2;Feminino;Planta D - Rio Grande do Sul;4024
532;Operador de Máquinas II;24;5;Masculino;Planta C - São Paulo;4629
533;Montador de Carros II;39;7;Feminino;Planta B - Rio de Janeiro;3384
534;Montador de Carros II;60;34;Masculino;Planta A - Bahia;3739
535;Montador de Carros I;61;26;Feminino;Planta E - São Paulo;2022
536;Montador de Carros I;47;15;Feminino;Planta B - Rio de Janeiro;2581
537;Montador de Carros I;61;37;Feminino;Planta A - Bahia;2449
538;Montador de Carros II;61;36;Feminino;Planta C - São Paulo;4393
539;Montador de Carros II;62;35;Feminino;Planta B - Rio de Janeiro;4523
540;Montador de Carros I;44;15;Feminino;Planta C - São Paulo;2731
541;Operador de Máquinas II;47;13;Feminino;Planta E - São Paulo;3775
542;Operador de Máquinas I;26;6;Feminino;Planta E - São Paulo;2471
543;Montador de Carros II;32;8;Feminino;Planta C - São Paulo;3477
544;Operador de Máquinas I;25;2;Feminino;Planta D - Rio Grande do Sul;1919
545;Operador de Máquinas II;19;1;Masculino;Planta E - São Paulo;3825
546;Operador de Máquinas I;53;33;Masculino;Planta A - Bahia;2032
547;Montador de Carros II;25;7;Feminino;Planta A - Bahia;4313
548;Montador de Carros II;56;26;Feminino;Planta B - Rio de Janeiro;3581
549;Montador de Carros II;33;2;Feminino;Planta C - São Paulo;4047
550;Montador de Carros I;45;21;Masculino;Planta B - Rio de Janeiro;3170
551;Operador de Empilhadeira;44;25;Masculino;Planta C - São Paulo;2671
552;Montador de Carros I;58;28;Feminino;Planta E - São Paulo;3054
553;Montador de Carros I;60;32;Masculino;Planta C - São Paulo;3445
554;Operador de Máquinas II;28;4;Masculino;Planta B - Rio de Janeiro;4613
555;Montador de Carros II;39;17;Masculino;Planta C - São Paulo;3824
556;Montador de Carros I;19;1;Masculino;Planta C - São Paulo;2918
557;Técnico de Qualidade I;54;27;Masculino;Planta E - São Paulo;3291
558;Técnico de Qualidade I;33;11;Masculino;Planta B - Rio de Janeiro;2214
559;Montador de Carros II;22;1;Masculino;Planta B - Rio de Janeiro;3291
560;Operador de Máquinas II;55;28;Masculino;Planta C - São Paulo;3380
561;Montador de Carros II;39;12;Masculino;Planta E - São Paulo;4896
562;Operador de Máquinas II;30;8;Masculino;Planta B - Rio de Janeiro;3135
563;Operador de Máquinas II;64;29;Masculino;Planta C - São Paulo;4308
564;Montador de Carros II;29;5;Masculino;Planta C - São Paulo;3286
565;Operador de Máquinas I;29;2;Masculino;Planta C - São Paulo;2204
566;Operador de Máquinas II;36;15;Feminino;Planta E - São Paulo;3223
567;Operador de Máquinas I;24;5;Feminino;Planta B - Rio de Janeiro;2038
568;Montador de Carros II;47;29;Feminino;Planta A - Bahia;3254
569;Montador de Carros II;55;33;Feminino;Planta C - São Paulo;3979
570;Montador de Carros I;26;2;Masculino;Planta C - São Paulo;3303
571;Montador de Carros I;30;11;Masculino;Planta B - Rio de Janeiro;3500
572;Montador de Carros I;24;4;Masculino;Planta B - Rio de Janeiro;2369
573;Operador de Máquinas I;20;2;Feminino;Planta D - Rio Grande do Sul;1883
574;Montador de Carros II;29;3;Masculino;Planta C - São Paulo;3213
575;Operador de Máquinas I;57;22;Masculino;Planta C - São Paulo;3145
576;Operador de Máquinas I;24;3;Feminino;Planta B - Rio de Janeiro;3352
577;Montador de Carros I;23;0;Masculino;Planta B - Rio de Janeiro;2980
578;Montador de Carros II;50;17;Feminino;Planta A - Bahia;4536
579;Operador de Máquinas I;37;13;Feminino;Planta C - São Paulo;3079
580;Montador de Carros I;18;0;Masculino;Planta D - Rio Grande do Sul;2311
581;Montador de Carros II;55;21;Feminino;Planta D - Rio Grande do Sul;3149
582;Técnico de Qualidade I;27;1;Feminino;Planta A - Bahia;3491
583;Operador de Máquinas I;57;22;Masculino;Planta B - Rio de Janeiro;2038
584;Técnico de Robótica Especialista;23;2;Masculino;Planta C - São Paulo;2893
585;Montador de Carros II;22;0;Masculino;Planta A - Bahia;4316
586;Montador de Carros II;60;30;Masculino;Planta C - São Paulo;3696
587;Montador de Carros I;45;27;Feminino;Planta A - Bahia;2162
588;Engenheiro de Produção Sênior;35;3;Masculino;Planta E - São Paulo;13131
589;Montador de Carros I;62;28;Feminino;Planta C - São Paulo;3335
590;Montador de Carros II;32;5;Feminino;Planta D - Rio Grande do Sul;3076
591;Operador de Máquinas II;58;28;Feminino;Planta E - São Paulo;3587
592;Montador de Carros I;47;24;Masculino;Planta C - São Paulo;2943
593;Montador de Carros II;35;4;Masculino;Planta A - Bahia;3995
594;Técnico de Qualidade I;48;28;Masculino;Planta A - Bahia;2931
595;Operador de Máquinas II;61;33;Feminino;Planta B - Rio de Janeiro;3826
596;Operador de Máquinas I;39;18;Masculino;Planta A - Bahia;3083
597;Montador de Carros II;63;45;Masculino;Planta C - São Paulo;4157
598;Montador de Carros I;54;26;Masculino;Planta D - Rio Grande do Sul;1987
599;Montador de Carros II;53;25;Masculino;Planta E - São Paulo;4788
600;Montador de Carros II;33;2;Masculino;Planta B - Rio de Janeiro;4351
601;Montador de Carros II;33;5;Feminino;Planta E - São Paulo;3815
602;Operador de Máquinas I;48;16;Feminino;Planta A - Bahia;2751
603;Montador de Carros I;58;29;Feminino;Planta E - São Paulo;2910
604;Montador de Carros II;55;24;Masculino;Planta B - Rio de Janeiro;4751
605;Montador de Carros I;48;24;Masculino;Planta B - Rio de Janeiro;2157
606;Montador de Carros I;61;36;Feminino;Planta C - São Paulo;2066
607;Engenheiro de Produção Jr;24;4;Masculino;Planta B - Rio de Janeiro;4134
608;Montador de Carros II;18;0;Feminino;Planta C - São Paulo;4047
609;Montador de Carros II;21;2;Feminino;Planta C - São Paulo;3991
610;Técnico de Qualidade II;28;9;Feminino;Planta A - Bahia;4252
611;Montador de Carros I;30;12;Feminino;Planta B - Rio de Janeiro;2822
612;Montador de Carros II;58;34;Feminino;Planta E - São Paulo;4003
613;Montador de Carros II;41;14;Masculino;Planta E - São Paulo;4364
614;Técnico de Manutenção Industrial II;40;13;Feminino;Planta A - Bahia;3344
615;Montador de Carros I;33;3;Feminino;Planta B - Rio de Janeiro;2189
616;Montador de Carros I;30;5;Feminino;Planta E - São Paulo;2258
617;Montador de Carros II;34;7;Feminino;Planta C - São Paulo;4105
618;Operador de Máquinas II;54;22;Feminino;Planta B - Rio de Janeiro;4610
619;Montador de Carros II;34;2;Masculino;Planta E - São Paulo;4770
620;Operador de Máquinas II;19;1;Masculino;Planta C - São Paulo;4950
621;Montador de Carros I;57;38;Masculino;Planta A - Bahia;1826
622;Operador de Máquinas II;56;36;Masculino;Planta C - São Paulo;3246
623;Montador de Carros II;48;13;Masculino;Planta B - Rio de Janeiro;4992
624;Montador de Carros II;47;19;Feminino;Planta E - São Paulo;3311
625;Montador de Carros II;34;10;Masculino;Planta B - Rio de Janeiro;3800
626;Montador de Carros II;38;11;Masculino;Planta B - Rio de Janeiro;3704
